id,make,model,currency,price,millage,year,promoted,sold,created_on,,
11678825467213789,BMW,420,BGN,32300,223300,2016,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11678825467213789&slink=s4maga,2023-04-24,DEALER
11678465514459858,BMW,430,BGN,0,179700,2014,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11678465514459858&slink=s4maga,2023-04-24,DEALER
11678389945896672,BMW,435,BGN,52900,170000,2016,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11678389945896672&slink=s4maga,2023-04-24,DEALER
11678455894400858,BMW,440,BGN,58000,9834,2021,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11678455894400858&slink=s4maga,2023-04-24,DEALER
11664556054049133,BMW,520,BGN,29999,212000,2014,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11664556054049133&slink=s4maga,2023-04-24,DEALER
11673350285913791,BMW,525,BGN,11500,182000,2007,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11673350285913791&slink=s4maga,2023-04-24,DEALER
11556005874382921,BMW,525,BGN,14999,183000,2007,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11556005874382921&slink=s4maga,2023-04-24,DEALER
11680296004292374,BMW,530,BGN,9799,290000,2009,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11680296004292374&slink=s4maga,2023-04-24,DEALER
11676569112343473,BMW,530,BGN,13999,241000,2005,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11676569112343473&slink=s4maga,2023-04-24,DEALER
11672069695239221,BMW,530,BGN,19400,219365,2010,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11672069695239221&slink=s4maga,2023-04-24,DEALER
11676048268398083,BMW,530,BGN,32999,180000,2011,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11676048268398083&slink=s4maga,2023-04-24,DEALER
11672476189381308,BMW,530,BGN,67900,133890,2017,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11672476189381308&slink=s4maga,2023-04-24,DEALER
11668186240915323,BMW,530,BGN,0,247000,2013,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11668186240915323&slink=s4maga,2023-04-24,DEALER
11671005468790586,BMW,530,BGN,0,310000,2011,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11671005468790586&slink=s4maga,2023-04-24,DEALER
11650483021451382,BMW,730,BGN,0,228000,2010,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11650483021451382&slink=s4maga,2023-04-24,DEALER
11679585655986029,BMW,M4,BGN,99000,31000,2019,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11679585655986029&slink=s4maga,2023-04-24,DEALER
11679585655986029,BMW,M4,BGN,99000,31000,2019,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11679585655986029&slink=s4maga,2023-04-24,DEALER
21489398140124591,BMW,X3,BGN,12780,168000,2008,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21489398140124591&slink=s4maga,2023-04-24,DEALER
21673451574637802,BMW,X5,BGN,57999,167000,2016,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21673451574637802&slink=s4maga,2023-04-24,DEALER
21663362942447373,BMW,X5,BGN,58888,178520,2014,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21663362942447373&slink=s4maga,2023-04-24,DEALER
21677675303462251,BMW,X6,BGN,27700,204541,2010,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21677675303462251&slink=s4maga,2023-04-24,DEALER
21679824033733245,BMW,X6,BGN,31900,179000,2009,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21679824033733245&slink=s4maga,2023-04-24,DEALER
21676400009557530,BMW,X7,BGN,254500,50,2023,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21676400009557530&slink=s4maga,2023-04-24,DEALER
21649448435173675,Cadillac,Escalade,EUR,72000,32000,2020,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21649448435173675&slink=s4maga,2023-04-24,DEALER
11678453274233241,Chevrolet,Camaro,BGN,21900,43250,2018,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11678453274233241&slink=s4maga,2023-04-24,DEALER
21675079722225774,Chevrolet,Captiva,BGN,14999,162000,2013,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21675079722225774&slink=s4maga,2023-04-24,DEALER
11674657265325111,Chevrolet,Corvette,BGN,250000,23,8,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11674657265325111&slink=s4maga,2023-04-24,DEALER
11679559305917703,Chevrolet,Corvette,BGN,0,24000,2020,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11679559305917703&slink=s4maga,2023-04-24,DEALER
11673304223004528,Chrysler,Gr.voyager,BGN,0,173951,2008,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11673304223004528&slink=s4maga,2023-04-24,DEALER
11652191334997753,Citroen,Grand,BGN,20600,217000,2015,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11652191334997753&slink=s4maga,2023-04-24,DEALER
11668887420455590,Dacia,Dokker,BGN,11395,122788,2014,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11668887420455590&slink=s4maga,2023-04-24,DEALER
11670931145180877,Dacia,Dokker,BGN,15800,107405,2015,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11670931145180877&slink=s4maga,2023-04-24,DEALER
21677770767074456,Dacia,Duster,BGN,29900,96200,2018,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21677770767074456&slink=s4maga,2023-04-24,DEALER
21676535555089568,Dacia,Duster,BGN,0,194000,2018,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21676535555089568&slink=s4maga,2023-04-24,DEALER
11674228630672760,Dacia,Sandero,BGN,15500,146390,2017,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11674228630672760&slink=s4maga,2023-04-24,DEALER
11681016684060640,Dacia,Sandero,BGN,0,150000,2013,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11681016684060640&slink=s4maga,2023-04-24,DEALER
11681156083351572,Dacia,Sandero,BGN,0,180000,2010,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11681156083351572&slink=s4maga,2023-04-24,DEALER
11681156083351572,Dacia,Sandero,BGN,0,180000,2010,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11681156083351572&slink=s4maga,2023-04-24,DEALER
11678823554772207,Dodge,Caliber,BGN,0,167351,2010,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11678823554772207&slink=s4maga,2023-04-24,DEALER
11680764222939183,DS,DS,BGN,75990,3,2023,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11680764222939183&slink=s4maga,2023-04-24,DEALER
11680855004774772,DS,DS,BGN,94525,3,2023,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11680855004774772&slink=s4maga,2023-04-24,DEALER
11675420054019763,DS,DS,BGN,99990,1000,2022,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11675420054019763&slink=s4maga,2023-04-24,DEALER
21678718136668040,DS,DS,BGN,109900,180,2021,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21678718136668040&slink=s4maga,2023-04-24,DEALER
21676382662381971,DS,DS,BGN,159000,2800,2022,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21676382662381971&slink=s4maga,2023-04-24,DEALER
11654784992959374,Ferrari,SF,EUR,540000,60,2022,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11654784992959374&slink=s4maga,2023-04-24,DEALER
11674657964835300,Fiat,500,BGN,36060,0,0,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11674657964835300&slink=s4maga,2023-04-24,DEALER
21679692957535275,Fiat,Freemont,BGN,20500,162296,2016,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21679692957535275&slink=s4maga,2023-04-24,DEALER
21676370228651099,Fiat,Freemont,BGN,0,179351,2012,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21676370228651099&slink=s4maga,2023-04-24,DEALER
11679932755927775,Fiat,Punto,BGN,9400,144291,2012,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11679932755927775&slink=s4maga,2023-04-24,DEALER
11680427973116756,Fiat,Sedici,BGN,0,182000,2006,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11680427973116756&slink=s4maga,2023-04-24,DEALER
11677058380186278,Ford,C-max,BGN,11400,144185,2010,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11677058380186278&slink=s4maga,2023-04-24,DEALER
11678743247305312,Ford,Connect,BGN,0,173951,2007,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11678743247305312&slink=s4maga,2023-04-24,DEALER
11678871115503508,Ford,Focus,BGN,11600,138000,2012,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11678871115503508&slink=s4maga,2023-04-24,DEALER
11670605433033397,Ford,Focus,BGN,11990,198550,2012,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11670605433033397&slink=s4maga,2023-04-24,DEALER
11680956627129994,Ford,Galaxy,BGN,4999,252000,2005,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11680956627129994&slink=s4maga,2023-04-24,DEALER
11675079779430958,Ford,Galaxy,BGN,0,157317,2008,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11675079779430958&slink=s4maga,2023-04-24,DEALER
21671794039450025,Ford,Kuga,BGN,15999,186000,2012,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21671794039450025&slink=s4maga,2023-04-24,DEALER
11643644614127327,Ford,Mustang,BGN,56000,2000,2016,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11643644614127327&slink=s4maga,2023-04-24,DEALER
11643644614127327,Ford,Mustang,BGN,56000,2000,2016,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11643644614127327&slink=s4maga,2023-04-24,DEALER
11676974329541206,Great,Wall,BGN,8995,109089,2010,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11676974329541206&slink=s4maga,2023-04-24,DEALER
21669320054766006,Great,Wall,BGN,0,97035,2017,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21669320054766006&slink=s4maga,2023-04-24,DEALER
11679556778466956,Honda,Accord,BGN,14400,223850,2010,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11679556778466956&slink=s4maga,2023-04-24,DEALER
11679123629545130,Honda,Accord,BGN,17900,167337,2011,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11679123629545130&slink=s4maga,2023-04-24,DEALER
11665668691766081,Honda,Civic,BGN,17800,154190,2012,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11665668691766081&slink=s4maga,2023-04-24,DEALER
21681366625360596,Honda,Cr-v,BGN,5900,291761,1999,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21681366625360596&slink=s4maga,2023-04-24,DEALER
21677576679741284,Honda,Cr-v,BGN,8300,180000,2005,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21677576679741284&slink=s4maga,2023-04-24,DEALER
21681470066379369,Honda,Cr-v,BGN,12500,217000,2005,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21681470066379369&slink=s4maga,2023-04-24,DEALER
21680421038762381,Honda,Cr-v,BGN,13900,182799,2008,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21680421038762381&slink=s4maga,2023-04-24,DEALER
21676799341020545,Honda,Cr-v,BGN,14300,186785,2006,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21676799341020545&slink=s4maga,2023-04-24,DEALER
21672689297878579,Honda,Cr-v,BGN,14444,195714,2005,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21672689297878579&slink=s4maga,2023-04-24,DEALER
21678953500871665,Honda,Cr-v,BGN,14900,173624,2007,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21678953500871665&slink=s4maga,2023-04-24,DEALER
21672689932742759,Honda,Cr-v,BGN,14999,197589,2005,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21672689932742759&slink=s4maga,2023-04-24,DEALER
21661869621958200,Honda,Cr-v,BGN,16999,133000,2008,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21661869621958200&slink=s4maga,2023-04-24,DEALER
21681364443020423,Honda,Cr-v,BGN,18900,220192,2007,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21681364443020423&slink=s4maga,2023-04-24,DEALER
21681124097511398,Honda,Cr-v,BGN,23800,138000,2011,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21681124097511398&slink=s4maga,2023-04-24,DEALER
21677329184336387,Honda,Cr-v,BGN,24800,117863,2010,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21677329184336387&slink=s4maga,2023-04-24,DEALER
21679062672406897,Honda,Cr-v,BGN,25500,93396,2010,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21679062672406897&slink=s4maga,2023-04-24,DEALER
21679468655625306,Honda,Cr-v,BGN,28400,158495,2013,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21679468655625306&slink=s4maga,2023-04-24,DEALER
21679558024000998,Honda,Cr-v,BGN,30400,196087,2014,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21679558024000998&slink=s4maga,2023-04-24,DEALER
21679558024000998,Honda,Cr-v,BGN,30400,196087,2014,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21679558024000998&slink=s4maga,2023-04-24,DEALER
11666363782027593,Hyundai,Bayon,BGN,40900,0,0,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11666363782027593&slink=s4maga,2023-04-24,DEALER
11677392834663251,Hyundai,I30,BGN,9900,104000,2011,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11677392834663251&slink=s4maga,2023-04-24,DEALER
11676636521706200,Hyundai,I30,BGN,15999,200000,2012,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11676636521706200&slink=s4maga,2023-04-24,DEALER
11659118154024092,Hyundai,I30,BGN,17555,145000,2015,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11659118154024092&slink=s4maga,2023-04-24,DEALER
11667213612073550,Hyundai,I30,BGN,42900,0,0,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11667213612073550&slink=s4maga,2023-04-24,DEALER
11679430391398188,Hyundai,I30,BGN,0,149000,2013,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11679430391398188&slink=s4maga,2023-04-24,DEALER
11681586117403871,Hyundai,I40,BGN,21500,215900,2014,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11681586117403871&slink=s4maga,2023-04-24,DEALER
11665949998866351,Hyundai,Ix20,BGN,10799,190546,2011,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11665949998866351&slink=s4maga,2023-04-24,DEALER
21679947837081975,Hyundai,IX35,BGN,14500,170000,2010,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21679947837081975&slink=s4maga,2023-04-24,DEALER
21679495315287355,Hyundai,IX35,BGN,15900,212000,2010,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21679495315287355&slink=s4maga,2023-04-24,DEALER
21668155018330552,Hyundai,IX35,BGN,23888,132000,2012,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21668155018330552&slink=s4maga,2023-04-24,DEALER
21681729302862920,Hyundai,Kona,EUR,19800,63000,2019,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21681729302862920&slink=s4maga,2023-04-24,DEALER
21675754367737954,Hyundai,Kona,BGN,53900,0,0,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21675754367737954&slink=s4maga,2023-04-24,DEALER
21681468211361842,Hyundai,Santa,BGN,9500,309087,2007,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21681468211361842&slink=s4maga,2023-04-24,DEALER
21675226119906096,Hyundai,Santa,BGN,35888,166000,2014,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21675226119906096&slink=s4maga,2023-04-24,DEALER
21670291041646369,Hyundai,Santa,BGN,35900,158550,2013,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21670291041646369&slink=s4maga,2023-04-24,DEALER
21677899070382749,Hyundai,Santa,BGN,35990,145400,2014,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21677899070382749&slink=s4maga,2023-04-24,DEALER
21675113642723622,Hyundai,Santa,BGN,36888,152000,2014,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21675113642723622&slink=s4maga,2023-04-24,DEALER
21665897138260231,Hyundai,Santa,BGN,37888,156000,2014,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21665897138260231&slink=s4maga,2023-04-24,DEALER
21680162432280506,Hyundai,Santa,BGN,38888,137777,2016,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21680162432280506&slink=s4maga,2023-04-24,DEALER
21680162432280506,Hyundai,Santa,BGN,38888,137777,2016,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21680162432280506&slink=s4maga,2023-04-24,DEALER
21666011977982495,Hyundai,Santa,BGN,38888,164300,2015,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21666011977982495&slink=s4maga,2023-04-24,DEALER
21671598613487669,Hyundai,Santa,BGN,49888,119000,2017,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21671598613487669&slink=s4maga,2023-04-24,DEALER
21676118770214616,Hyundai,Santa,BGN,77000,4305,2021,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21676118770214616&slink=s4maga,2023-04-24,DEALER
11676732743560608,Hyundai,Sonata,BGN,19999,115000,2016,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11676732743560608&slink=s4maga,2023-04-24,DEALER
11678706096697899,Hyundai,Sonata,BGN,21900,50000,2016,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11678706096697899&slink=s4maga,2023-04-24,DEALER
11677824966820820,Hyundai,Sonata,BGN,26000,78545,2017,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11677824966820820&slink=s4maga,2023-04-24,DEALER
11664808491037246,Hyundai,Sonata,BGN,32000,71000,2017,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11664808491037246&slink=s4maga,2023-04-24,DEALER
11669810349899485,Hyundai,Sonata,BGN,55500,53000,2021,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11669810349899485&slink=s4maga,2023-04-24,DEALER
21679689237138157,Hyundai,Tucson,BGN,7699,158000,2005,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21679689237138157&slink=s4maga,2023-04-24,DEALER
21680610909784994,Hyundai,Tucson,BGN,9700,126777,2005,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21680610909784994&slink=s4maga,2023-04-24,DEALER
21681135898000453,Hyundai,Tucson,BGN,36800,201000,2017,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21681135898000453&slink=s4maga,2023-04-24,DEALER
21654373073643624,Hyundai,Tucson,BGN,46888,95000,2017,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21654373073643624&slink=s4maga,2023-04-24,DEALER
21676958149223057,Hyundai,Tucson,BGN,46888,109000,2016,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21676958149223057&slink=s4maga,2023-04-24,DEALER
21614684360229271,Hyundai,Tucson,BGN,82500,204,2022,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21614684360229271&slink=s4maga,2023-04-24,DEALER
21678738310913324,Hyundai,Tucson,BGN,0,187351,2010,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21678738310913324&slink=s4maga,2023-04-24,DEALER
21609323906659470,Hyundai,Veloster,BGN,16495,124479,2012,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21609323906659470&slink=s4maga,2023-04-24,DEALER
21679751668726396,Infiniti,Q30,BGN,36900,45,2751,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21679751668726396&slink=s4maga,2023-04-24,DEALER
11677157505633153,Infiniti,Q50,BGN,52000,96060,2019,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11677157505633153&slink=s4maga,2023-04-24,DEALER
21679921823623693,Isuzu,D-max,BGN,29999,18156,2018,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21679921823623693&slink=s4maga,2023-04-24,DEALER
21673957554121303,Isuzu,D-max,BGN,79999,15177,2021,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21673957554121303&slink=s4maga,2023-04-24,DEALER
21673957554121303,Isuzu,D-max,BGN,79999,15177,2021,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21673957554121303&slink=s4maga,2023-04-24,DEALER
11681218966236624,Jaguar,Xf,BGN,25490,171000,2012,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11681218966236624&slink=s4maga,2023-04-24,DEALER
21679154799155468,Jeep,Cherokee,BGN,9999,193675,2008,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21679154799155468&slink=s4maga,2023-04-24,DEALER
21670313990106135,Jeep,Cherokee,BGN,43900,45421,2019,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21670313990106135&slink=s4maga,2023-04-24,DEALER
21679318864841730,Jeep,Compass,BGN,53500,61997,2020,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21679318864841730&slink=s4maga,2023-04-24,DEALER
21670203123639363,Jeep,Grand,BGN,43900,179433,2015,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21670203123639363&slink=s4maga,2023-04-24,DEALER
21680204042621367,Jeep,Grand,BGN,0,204000,2014,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21680204042621367&slink=s4maga,2023-04-24,DEALER
21671133257166936,Jeep,Grand,BGN,0,174951,2004,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21671133257166936&slink=s4maga,2023-04-24,DEALER
21679326846899269,Jeep,Wrangler,BGN,90300,21900,2020,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21679326846899269&slink=s4maga,2023-04-24,DEALER
21657784397502631,Jeep,Wrangler,BGN,0,4,7800,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21657784397502631&slink=s4maga,2023-04-24,DEALER
11677784827654075,Kia,Carens,BGN,0,165731,2009,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11677784827654075&slink=s4maga,2023-04-24,DEALER
11668078295099012,Kia,Carnival,BGN,0,179531,2006,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11668078295099012&slink=s4maga,2023-04-24,DEALER
11643305268338043,Kia,Ceed,BGN,9500,219500,2011,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11643305268338043&slink=s4maga,2023-04-24,DEALER
11671302629286685,Kia,Ceed,BGN,13999,186000,2013,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11671302629286685&slink=s4maga,2023-04-24,DEALER
11679516697801135,Kia,Ceed,BGN,14999,189000,2016,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11679516697801135&slink=s4maga,2023-04-24,DEALER
11681144199855513,Kia,Ceed,BGN,16800,167000,2012,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11681144199855513&slink=s4maga,2023-04-24,DEALER
11637245438578675,Kia,K7,BGN,37999,49000,2018,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11637245438578675&slink=s4maga,2023-04-24,DEALER
11604150694400012,Kia,Optima,BGN,28600,31800,2017,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11604150694400012&slink=s4maga,2023-04-24,DEALER
11675091722036178,Kia,Optima,BGN,29999,87400,2018,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11675091722036178&slink=s4maga,2023-04-24,DEALER
11648484078978714,Kia,Optima,BGN,32700,52000,2018,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11648484078978714&slink=s4maga,2023-04-24,DEALER
21674675346352025,Kia,Sorento,BGN,0,176351,2005,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21674675346352025&slink=s4maga,2023-04-24,DEALER
21674675346352025,Kia,Sorento,BGN,0,176351,2005,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21674675346352025&slink=s4maga,2023-04-24,DEALER
21675330534654193,Lada,Niva,BGN,8700,78000,2009,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21675330534654193&slink=s4maga,2023-04-24,DEALER
11651342816072598,Lamborghini,Gallardo,EUR,148500,29000,2010,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11651342816072598&slink=s4maga,2023-04-24,DEALER
21669302060834321,Land,Rover,BGN,88500,160000,2016,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21669302060834321&slink=s4maga,2023-04-24,DEALER
21671718192613153,Land,Rover,BGN,29000,192000,2016,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21671718192613153&slink=s4maga,2023-04-24,DEALER
11680511733101929,Lexus,Is,BGN,10900,129000,2003,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11680511733101929&slink=s4maga,2023-04-24,DEALER
21680891410478533,Lexus,NX,BGN,91540,17742,2020,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21680891410478533&slink=s4maga,2023-04-24,DEALER
21677754234155706,Lincoln,Navigator,BGN,139000,11000,2022,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21677754234155706&slink=s4maga,2023-04-24,DEALER
21679059348331351,Maserati,Levante,BGN,108900,43800,2021,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21679059348331351&slink=s4maga,2023-04-24,DEALER
21671455634443779,Maserati,Levante,BGN,233205,45,2022,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21671455634443779&slink=s4maga,2023-04-24,DEALER
21662619033807684,Maserati,Levante,BGN,337000,5,2022,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=21662619033807684&slink=s4maga,2023-04-24,DEALER
11678306163779307,Mazda,3,BGN,9899,102300,2009,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11678306163779307&slink=s4maga,2023-04-24,DEALER
11682004598277197,Mazda,3,BGN,24300,102000,2017,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11682004598277197&slink=s4maga,2023-04-24,DEALER
